customer_id,name,gender,senior_citizen,age,partner,dependents,tenure_months,contract_type,monthly_charges,total_charges,payment_method,internet_service,phone_service,streaming_tv,streaming_movies,online_security,online_backup,device_protection,tech_support,paperless_billing,churn
CUST-01393,Linda Young,Male,0,19,No,No,2,Month-to-month,32.29,32.29,Electronic check,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No
CUST-01394,Christopher Harris,Female,0,37,Yes,No,7,Month-to-month,70.33,485.05,Bank transfer,DSL,Yes,No,Yes,No,No,No,Yes,Yes,Yes
CUST-01395,Susan Walker,Female,0,24,Yes,No,51,Two year,79.49,4071.66,Bank transfer,DSL,Yes,Yes,No,No,No,Yes,No,Yes,No
CUST-01396,Joshua Torres,Male,0,32,Yes,No,4,Month-to-month,80.33,367.37,Credit card,Fiber optic,No,Yes,No,No,No,No,Yes,Yes,No
CUST-01397,Sandra Walker,Female,0,52,No,No,2,Month-to-month,101.51,156.56,Credit card,Fiber optic,No,Yes,Yes,Yes,Yes,No,No,Yes,No
CUST-01398,Jessica Moore,Male,0,60,No,No,20,Two year,103.08,2085.93,Credit card,Fiber optic,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes
CUST-01399,Steven Jones,Female,1,66,No,Yes,39,Two year,15.73,587.46,Electronic check,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No
CUST-01400,Christopher Anderson,Male,0,36,No,Yes,63,Two year,30.9,1922.52,Electronic check,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No
CUST-01401,Steven Martinez,Female,0,56,Yes,Yes,47,One year,35.16,1684.25,Mailed check,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No
CUST-01402,Daniel Moore,Female,0,43,No,Yes,7,Month-to-month,59.46,457.16,Credit card,DSL,Yes,No,No,Yes,No,No,No,No,No
CUST-01403,Christopher Anderson,Male,0,64,No,No,21,One year,37.71,792.1,Electronic check,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No
CUST-01404,David King,Female,1,75,Yes,No,69,Two year,93.53,6476.19,Credit card,Fiber optic,Yes,Yes,Yes,Yes,No,No,No,No,No
CUST-01405,Joseph Ramirez,Male,0,63,Yes,Yes,18,One year,65.55,1160.39,Bank transfer,DSL,Yes,No,No,No,Yes,No,No,No,No
CUST-01406,Richard Flores,Female,0,21,Yes,Yes,57,Two year,88.68,5060.08,Bank transfer,DSL,Yes,No,No,Yes,Yes,No,Yes,No,No
CUST-01407,Emily Taylor,Female,0,45,Yes,Yes,19,Two year,94.07,1771.38,Electronic check,Fiber optic,Yes,Yes,No,Yes,No,No,No,Yes,No
CUST-01408,Mary Jackson,Male,0,43,No,No,21,Two year,65.32,1379.86,Mailed check,DSL,No,No,Yes,No,Yes,No,No,Yes,No
CUST-01409,Paul Rodriguez,Male,0,26,Yes,No,38,One year,94.97,3571.78,Credit card,DSL,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes
CUST-01410,Thomas Nguyen,Female,1,72,Yes,No,10,Month-to-month,88.63,868.13,Bank transfer,Fiber optic,Yes,No,Yes,No,Yes,No,No,Yes,No
CUST-01411,Robert Miller,Male,0,29,No,No,10,Month-to-month,99.64,992.28,Electronic check,Fiber optic,No,No,No,No,Yes,Yes,Yes,No,Yes
CUST-01412,Andrew Gonzalez,Female,0,30,Yes,Yes,37,One year,51.99,1966.15,Bank transfer,DSL,No,Yes,No,No,No,No,No,No,No
CUST-01413,Matthew Torres,Male,0,36,No,No,9,Month-to-month,25.95,231.66,Electronic check,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes
CUST-01414,Margaret Rodriguez,Male,0,61,Yes,No,24,One year,36.86,911.0,Electronic check,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No
CUST-01415,Jennifer King,Female,0,63,No,No,8,Month-to-month,76.76,593.37,Mailed check,DSL,Yes,No,No,Yes,Yes,No,Yes,Yes,No
CUST-01416,Christopher Gonzalez,Female,0,26,Yes,No,8,Month-to-month,37.49,342.44,Mailed check,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No
CUST-01417,Nancy Perez,Female,0,20,No,No,7,Month-to-month,87.1,579.26,Mailed check,DSL,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes
CUST-01418,Karen Hernandez,Female,0,32,No,No,28,One year,95.09,2632.45,Mailed check,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No
CUST-01419,Daniel Lee,Male,0,21,No,No,64,Two year,90.83,5783.67,Bank transfer,DSL,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No
CUST-01420,Sarah Wilson,Female,0,25,No,Yes,5,Month-to-month,88.73,394.92,Mailed check,Fiber optic,Yes,No,Yes,No,Yes,No,No,No,Yes
CUST-01421,Paul Miller,Male,0,63,No,No,9,Month-to-month,113.34,989.51,Bank transfer,Fiber optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes
CUST-01422,James Thomas,Male,0,55,No,No,17,One year,88.27,1535.89,Mailed check,Fiber optic,Yes,No,No,No,Yes,No,No,No,No
CUST-01423,Betty Anderson,Female,0,48,Yes,No,9,Month-to-month,32.73,261.13,Credit card,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No
CUST-01424,Margaret Scott,Male,0,32,Yes,No,7,Month-to-month,32.39,194.61,Mailed check,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No
CUST-01425,Sandra Anderson,Female,0,63,No,No,61,Two year,96.33,5868.48,Bank transfer,Fiber optic,Yes,No,Yes,No,Yes,No,No,Yes,No
CUST-01426,Ashley Sanchez,Male,0,30,No,No,51,Two year,99.71,5132.13,Electronic check,Fiber optic,Yes,No,Yes,No,Yes,No,Yes,Yes,No
CUST-01427,Sandra Taylor,Female,0,29,Yes,No,4,Month-to-month,29.55,99.6,Electronic check,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No
CUST-01428,Karen Flores,Male,1,75,Yes,Yes,11,Month-to-month,25.23,327.23,Bank transfer,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No
CUST-01429,Jessica Martin,Female,0,48,Yes,No,36,Two year,32.94,1180.86,Electronic check,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No
CUST-01430,Jennifer Jackson,Female,0,25,No,No,7,Month-to-month,90.06,622.13,Electronic check,Fiber optic,Yes,No,No,No,No,Yes,Yes,Yes,Yes
CUST-01431,Donald Garcia,Male,0,30,No,No,8,Month-to-month,114.58,867.4,Credit card,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
CUST-01432,Daniel Jackson,Female,0,31,Yes,Yes,11,Month-to-month,102.17,1125.35,Electronic check,Fiber optic,Yes,No,Yes,No,No,Yes,No,No,No
CUST-01433,Michael Allen,Female,0,35,Yes,No,27,One year,24.43,698.36,Credit card,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No
CUST-01434,Betty Harris,Male,0,19,Yes,Yes,11,Month-to-month,36.36,380.09,Electronic check,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No
CUST-01435,Richard Allen,Female,0,34,No,No,19,One year,128.61,2442.89,Mailed check,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No
CUST-01436,Andrew Clark,Male,0,58,No,No,44,One year,51.64,2298.54,Credit card,DSL,No,No,No,No,No,No,No,Yes,No
CUST-01437,Emily Moore,Male,0,55,No,No,50,Two year,76.27,3780.22,Mailed check,DSL,Yes,No,No,No,No,Yes,Yes,No,No
CUST-01438,Donna Lewis,Male,1,76,No,No,2,Month-to-month,78.16,109.05,Mailed check,DSL,Yes,Yes,Yes,No,No,No,No,Yes,No
CUST-01439,Patricia Torres,Female,0,20,No,No,8,Month-to-month,80.62,615.39,Electronic check,Fiber optic,Yes,Yes,No,No,No,No,No,No,No
CUST-01440,Elizabeth Clark,Female,0,54,No,No,43,One year,36.4,1565.49,Electronic check,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Yes
CUST-01441,Michelle Clark,Female,0,22,No,No,16,One year,56.86,933.61,Bank transfer,DSL,Yes,Yes,No,No,No,No,No,No,No
CUST-01442,Barbara Miller,Male,1,79,Yes,No,6,Month-to-month,39.86,263.24,Credit card,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No
CUST-01443,Sandra Allen,Male,0,44,Yes,No,13,Two year,69.13,868.22,Credit card,DSL,Yes,Yes,No,No,No,No,No,Yes,No
CUST-01444,Andrew Lee,Male,0,34,No,No,62,Two year,105.68,6571.37,Bank transfer,Fiber optic,Yes,Yes,No,No,Yes,No,Yes,Yes,No
CUST-01445,Sarah Martinez,Male,0,54,Yes,Yes,6,Month-to-month,83.44,500.31,Bank transfer,Fiber optic,Yes,No,No,Yes,No,No,No,No,No
CUST-01446,Sarah Scott,Female,0,35,No,Yes,7,Month-to-month,81.92,567.0,Electronic check,DSL,Yes,Yes,No,No,Yes,Yes,No,Yes,No
CUST-01447,Nancy Robinson,Female,0,55,Yes,Yes,6,Month-to-month,94.37,583.49,Bank transfer,Fiber optic,Yes,No,No,Yes,Yes,No,No,Yes,Yes
CUST-01448,Emily Smith,Female,0,42,No,No,37,Two year,104.86,3929.02,Electronic check,Fiber optic,Yes,Yes,Yes,No,No,Yes,Yes,No,No
CUST-01449,John Harris,Female,0,36,No,No,10,Month-to-month,121.19,1229.36,Credit card,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No
CUST-01450,Joshua Smith,Male,0,56,No,No,3,Month-to-month,97.58,284.1,Mailed check,DSL,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes
CUST-01451,Donald Gonzalez,Female,0,48,No,Yes,38,Two year,81.51,3130.8,Electronic check,Fiber optic,Yes,Yes,No,No,No,No,No,Yes,No
CUST-01452,Jennifer Smith,Male,0,38,Yes,Yes,9,Month-to-month,30.02,245.32,Bank transfer,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No
CUST-01453,Patricia Walker,Female,0,51,Yes,No,2,Month-to-month,30.32,78.82,Mailed check,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No
CUST-01454,Donald Walker,Male,0,35,No,No,2,Month-to-month,77.64,142.68,Bank transfer,DSL,Yes,No,Yes,Yes,No,Yes,No,No,Yes
CUST-01455,Elizabeth White,Female,0,38,No,No,17,One year,81.2,1330.4,Electronic check,Fiber optic,Yes,No,No,No,No,No,No,Yes,No
CUST-01456,Karen Flores,Female,0,32,Yes,No,2,Month-to-month,31.24,31.24,Electronic check,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No
CUST-01457,John Martinez,Male,0,60,No,No,16,Two year,34.99,568.71,Bank transfer,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No
CUST-01458,Margaret Clark,Female,0,60,Yes,Yes,1,Month-to-month,111.94,111.94,Electronic check,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
CUST-01459,John Young,Male,0,43,Yes,No,3,Month-to-month,102.5,330.1,Electronic check,Fiber optic,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes
CUST-01460,James Clark,Male,1,68,No,Yes,11,Month-to-month,92.98,1039.75,Electronic check,Fiber optic,Yes,Yes,No,No,Yes,No,No,Yes,No
CUST-01461,Mary Clark,Male,1,65,Yes,Yes,4,Month-to-month,31.32,155.03,Credit card,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No
CUST-01462,David Allen,Male,0,58,Yes,No,8,Month-to-month,122.46,985.66,Mailed check,Fiber optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No
CUST-01463,William Ramirez,Female,0,50,No,No,5,Month-to-month,74.12,400.39,Mailed check,DSL,Yes,Yes,No,No,No,No,Yes,Yes,Yes
CUST-01464,James Harris,Female,0,42,No,No,16,One year,96.98,1519.14,Bank transfer,Fiber optic,Yes,Yes,Yes,No,No,No,Yes,No,Yes
CUST-01465,David Robinson,Female,1,80,No,No,44,One year,31.64,1357.65,Bank transfer,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No
CUST-01466,Joshua Lewis,Female,0,36,Yes,No,8,Month-to-month,87.03,715.17,Bank transfer,Fiber optic,Yes,No,Yes,Yes,No,No,No,No,No
CUST-01467,Patricia Ramirez,Male,0,44,Yes,Yes,2,Month-to-month,80.15,144.82,Credit card,Fiber optic,Yes,No,No,No,No,Yes,No,No,No
CUST-01468,David Young,Female,0,39,No,No,27,One year,115.33,3131.64,Bank transfer,Fiber optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No
CUST-01469,Barbara Sanchez,Male,0,40,Yes,Yes,1,Month-to-month,109.29,125.03,Credit card,Fiber optic,Yes,Yes,Yes,Yes,No,No,No,Yes,No
CUST-01470,Sarah Torres,Male,0,43,No,No,1,Month-to-month,87.03,111.35,Mailed check,Fiber optic,Yes,Yes,No,No,No,No,No,Yes,Yes
CUST-01471,Donna Nguyen,Male,0,55,Yes,No,51,Two year,36.2,1816.23,Mailed check,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No
CUST-01472,Andrew Martin,Female,0,20,Yes,No,35,Two year,113.34,4015.41,Mailed check,Fiber optic,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No
CUST-01473,Patricia White,Female,0,55,Yes,No,10,Month-to-month,88.03,912.27,Bank transfer,Fiber optic,Yes,Yes,No,No,No,No,No,No,Yes
CUST-01474,Emily Martin,Male,0,41,No,No,43,Two year,94.67,4024.98,Bank transfer,Fiber optic,No,No,Yes,No,Yes,Yes,No,Yes,Yes
CUST-01475,Thomas White,Male,0,50,No,Yes,11,Month-to-month,30.08,296.6,Mailed check,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes
CUST-01476,Donna Brown,Female,0,47,Yes,No,25,One year,36.4,889.5,Electronic check,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No
CUST-01477,Margaret Robinson,Male,0,32,Yes,No,40,One year,89.0,3583.94,Electronic check,Fiber optic,Yes,No,No,Yes,Yes,No,No,Yes,No
CUST-01478,Paul Perez,Female,0,19,Yes,Yes,3,Month-to-month,31.5,138.64,Bank transfer,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Yes
CUST-01479,Thomas Flores,Male,0,44,No,No,49,Two year,71.64,3486.12,Bank transfer,DSL,Yes,No,Yes,No,No,Yes,No,Yes,Yes
CUST-01480,Patricia Taylor,Male,0,21,No,No,8,One year,30.44,199.36,Electronic check,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes
CUST-01481,Sandra Robinson,Male,1,73,Yes,No,50,Two year,100.49,5029.61,Credit card,Fiber optic,Yes,Yes,No,No,Yes,No,Yes,No,No
CUST-01482,Mark Wilson,Male,0,41,No,No,11,Month-to-month,94.99,1065.74,Mailed check,Fiber optic,Yes,No,Yes,No,No,Yes,No,Yes,No
CUST-01483,Sarah Walker,Male,1,76,No,No,33,One year,121.92,4030.48,Bank transfer,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
CUST-01484,Michelle Jones,Male,0,47,Yes,No,4,Month-to-month,95.63,428.08,Bank transfer,Fiber optic,Yes,Yes,No,No,No,No,Yes,No,No
CUST-01485,Donald Wilson,Female,0,41,Yes,No,7,Month-to-month,91.54,660.47,Bank transfer,Fiber optic,No,No,Yes,Yes,Yes,No,Yes,No,Yes
CUST-01486,William Wright,Male,0,49,No,No,39,One year,81.44,3201.92,Mailed check,Fiber optic,Yes,No,No,Yes,No,No,No,No,No
CUST-01487,Matthew Clark,Female,0,45,No,No,9,One year,99.01,870.96,Credit card,Fiber optic,Yes,No,Yes,No,Yes,No,No,No,No
CUST-01488,Elizabeth Perez,Female,0,60,No,No,39,One year,66.32,2593.09,Bank transfer,DSL,Yes,Yes,No,No,No,No,No,No,No
CUST-01489,Steven Williams,Male,0,51,No,No,41,Two year,29.03,1202.59,Bank transfer,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No
CUST-01490,Andrew Scott,Male,0,52,No,No,67,Two year,93.0,6236.7,Bank transfer,Fiber optic,Yes,No,No,Yes,No,No,No,Yes,No
CUST-01491,Joseph Lee,Male,0,19,Yes,No,9,Month-to-month,74.44,718.22,Bank transfer,DSL,Yes,Yes,No,No,Yes,No,No,No,Yes
CUST-01492,Kimberly Brown,Female,0,44,Yes,No,10,Month-to-month,39.77,395.77,Electronic check,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes
CUST-01493,Sarah Ramirez,Male,0,51,Yes,No,6,Month-to-month,82.48,491.92,Credit card,Fiber optic,No,No,Yes,Yes,No,Yes,No,No,Yes
CUST-01494,Charles Robinson,Female,0,52,Yes,Yes,2,Month-to-month,68.31,145.36,Bank transfer,DSL,Yes,No,Yes,No,No,Yes,No,Yes,No
CUST-01495,Susan Miller,Female,1,84,Yes,No,10,Month-to-month,89.42,896.9,Electronic check,Fiber optic,Yes,No,No,No,No,Yes,No,No,Yes
CUST-01496,Jessica White,Male,1,69,No,No,36,One year,104.11,3789.2,Bank transfer,Fiber optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No
CUST-01497,Kimberly Smith,Male,0,24,Yes,No,43,One year,78.83,3383.93,Credit card,Fiber optic,No,No,No,Yes,No,No,No,Yes,No
CUST-01498,William Clark,Male,0,19,No,No,49,Two year,61.91,3043.35,Electronic check,DSL,Yes,No,Yes,No,No,No,No,Yes,No
CUST-01499,Matthew King,Female,0,42,No,No,13,Two year,69.76,919.69,Mailed check,DSL,Yes,No,No,Yes,No,No,Yes,No,No
CUST-01500,Patricia Thompson,Male,0,63,Yes,No,19,One year,31.55,609.76,Electronic check,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes
CUST-01501,Matthew Gonzalez,Female,0,43,Yes,No,4,Month-to-month,94.63,411.43,Bank transfer,Fiber optic,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes
CUST-01502,Betty Young,Male,0,56,No,No,9,Month-to-month,76.55,712.2,Credit card,DSL,Yes,Yes,Yes,No,No,Yes,No,No,No
CUST-01503,Sandra Martinez,Male,0,64,Yes,No,27,Two year,72.16,1933.61,Bank transfer,Fiber optic,No,No,Yes,No,No,Yes,No,Yes,No
CUST-01504,Elizabeth Johnson,Male,1,84,No,Yes,13,One year,99.2,1271.03,Mailed check,Fiber optic,Yes,Yes,No,No,No,Yes,Yes,No,No
CUST-01505,William White,Female,0,64,No,Yes,11,Month-to-month,62.98,698.52,Electronic check,DSL,No,No,Yes,No,No,No,No,No,Yes
CUST-01506,Matthew Clark,Female,0,33,No,No,4,Month-to-month,111.19,419.41,Bank transfer,Fiber optic,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes
CUST-01507,Susan Wright,Female,0,41,No,No,21,Two year,26.91,598.68,Mailed check,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No
CUST-01508,James Thompson,Male,0,42,No,No,25,Two year,106.28,2668.76,Electronic check,Fiber optic,Yes,Yes,Yes,No,No,No,Yes,Yes,No
CUST-01509,David Gonzalez,Female,0,42,No,Yes,43,Two year,28.91,1263.66,Electronic check,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No
CUST-01510,Paul Young,Female,1,81,No,No,29,One year,92.19,2714.5,Mailed check,Fiber optic,Yes,Yes,No,No,No,No,Yes,No,No
CUST-01511,Ashley White,Male,0,38,Yes,No,9,Month-to-month,99.43,865.18,Mailed check,Fiber optic,Yes,No,No,No,Yes,Yes,Yes,No,Yes
CUST-01512,Donald Jones,Female,0,42,No,Yes,4,Month-to-month,29.03,124.67,Credit card,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes
CUST-01513,Christopher Rodriguez,Female,1,75,No,Yes,3,Month-to-month,27.7,50.37,Bank transfer,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No
CUST-01514,Elizabeth Thompson,Male,0,61,Yes,No,35,One year,105.31,3661.02,Credit card,Fiber optic,Yes,Yes,No,No,Yes,No,Yes,No,No
CUST-01515,Jessica Jackson,Female,0,40,Yes,No,7,Month-to-month,68.36,491.9,Electronic check,DSL,Yes,No,No,Yes,No,No,Yes,Yes,No
CUST-01516,Christopher Williams,Female,0,54,No,Yes,5,Month-to-month,95.87,442.21,Credit card,Fiber optic,Yes,Yes,Yes,No,No,No,No,Yes,No
CUST-01517,Patricia Allen,Female,0,43,No,No,22,One year,64.79,1451.03,Bank transfer,DSL,No,Yes,No,Yes,No,No,Yes,No,No
CUST-01518,Karen Sanchez,Female,0,51,Yes,Yes,10,Month-to-month,34.01,331.86,Credit card,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No
CUST-01519,Nancy Moore,Male,0,48,Yes,No,10,Month-to-month,35.71,363.33,Bank transfer,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No
CUST-01520,Michael Harris,Male,0,43,Yes,No,5,Month-to-month,80.18,388.21,Bank transfer,DSL,Yes,No,No,No,Yes,No,Yes,No,Yes
CUST-01521,Patricia Scott,Female,0,35,No,No,18,One year,37.72,634.77,Bank transfer,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No
CUST-01522,Donald Moore,Male,0,19,No,No,66,Two year,95.11,6270.4,Electronic check,Fiber optic,Yes,Yes,Yes,No,No,No,Yes,Yes,No
CUST-01523,Joseph Anderson,Female,0,56,Yes,Yes,2,Month-to-month,28.81,47.99,Bank transfer,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes
CUST-01524,Daniel Flores,Female,0,61,Yes,No,7,Month-to-month,97.86,699.77,Electronic check,Fiber optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No
CUST-01525,Donald Smith,Female,0,51,No,No,30,One year,38.63,1157.64,Bank transfer,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No
CUST-01526,Anthony Sanchez,Female,0,24,No,No,8,One year,95.44,810.44,Credit card,Fiber optic,No,No,No,No,Yes,Yes,Yes,Yes,No
CUST-01527,Richard Ramirez,Male,0,36,Yes,Yes,23,One year,72.85,1688.33,Mailed check,DSL,Yes,Yes,No,No,No,Yes,Yes,No,No
CUST-01528,Steven Sanchez,Male,0,38,No,No,6,Month-to-month,33.5,185.0,Bank transfer,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No
CUST-01529,Andrew Lewis,Male,0,24,No,No,8,Month-to-month,80.7,664.25,Credit card,DSL,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes
CUST-01530,Margaret Ramirez,Male,0,22,Yes,Yes,58,Two year,83.69,4868.58,Bank transfer,Fiber optic,Yes,No,Yes,No,No,No,No,Yes,Yes
CUST-01531,Christopher King,Female,0,63,No,No,32,One year,32.32,1009.61,Electronic check,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No
CUST-01532,Charles Wright,Female,0,40,Yes,No,5,Month-to-month,87.57,443.9,Credit card,Fiber optic,Yes,No,Yes,No,No,No,Yes,Yes,Yes
CUST-01533,Donna Davis,Male,1,72,Yes,Yes,6,Month-to-month,101.9,632.36,Mailed check,Fiber optic,Yes,Yes,Yes,No,No,No,Yes,No,No
CUST-01534,John Perez,Male,0,63,Yes,No,32,Two year,120.53,3848.34,Credit card,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No
CUST-01535,Ashley Johnson,Male,0,37,Yes,No,3,Month-to-month,94.4,303.6,Credit card,Fiber optic,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes
CUST-01536,Thomas Thomas,Male,1,84,No,No,9,Month-to-month,72.46,682.22,Mailed check,DSL,Yes,No,No,No,No,Yes,No,Yes,No
CUST-01537,Joseph Ramirez,Female,0,33,No,Yes,20,Two year,34.89,650.9,Electronic check,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No
CUST-01538,Robert Wright,Male,0,58,No,No,23,Two year,105.38,2430.04,Mailed check,Fiber optic,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes
CUST-01539,Linda Jackson,Female,0,61,No,Yes,23,One year,28.89,691.73,Credit card,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No
CUST-01540,Kimberly Young,Female,0,43,Yes,Yes,3,Month-to-month,107.34,353.3,Credit card,Fiber optic,Yes,No,No,Yes,No,Yes,Yes,No,Yes
CUST-01541,Anthony Hernandez,Male,0,29,Yes,Yes,46,One year,107.31,4972.97,Electronic check,Fiber optic,Yes,No,Yes,Yes,Yes,No,No,No,No
CUST-01542,Barbara Garcia,Female,0,40,Yes,Yes,9,Month-to-month,99.56,903.4,Bank transfer,Fiber optic,Yes,Yes,No,No,No,Yes,Yes,No,No
CUST-01543,Joseph Moore,Female,1,76,No,Yes,20,One year,65.21,1308.24,Bank transfer,DSL,No,No,No,Yes,No,Yes,No,Yes,No
CUST-01544,Donald Wilson,Male,0,19,Yes,Yes,31,Two year,88.08,2718.92,Credit card,Fiber optic,No,No,No,No,No,Yes,Yes,No,No
CUST-01545,Betty Smith,Female,0,42,No,No,37,One year,112.01,4181.97,Electronic check,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
CUST-01546,Karen Sanchez,Male,0,42,Yes,No,46,One year,35.7,1666.98,Bank transfer,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No
CUST-01547,Robert Harris,Female,0,40,No,Yes,8,Month-to-month,98.62,780.68,Bank transfer,Fiber optic,Yes,Yes,No,No,No,Yes,No,Yes,No
CUST-01548,Charles King,Male,0,56,No,Yes,22,Two year,76.06,1700.99,Mailed check,DSL,Yes,No,No,No,No,No,Yes,No,No
CUST-01549,Thomas Lee,Female,0,22,Yes,Yes,29,One year,109.86,3191.7,Credit card,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No
CUST-01550,Michael Scott,Female,1,83,No,No,9,Month-to-month,74.85,660.18,Mailed check,DSL,Yes,No,Yes,No,No,Yes,No,Yes,Yes
CUST-01551,Barbara Miller,Male,1,69,No,No,3,Month-to-month,25.26,88.33,Bank transfer,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes
CUST-01552,Michael Flores,Male,0,38,No,No,5,Month-to-month,76.25,348.39,Electronic check,DSL,No,Yes,No,Yes,No,No,Yes,No,Yes
CUST-01553,Michael Wilson,Male,0,33,Yes,No,33,One year,106.59,3473.85,Electronic check,Fiber optic,Yes,Yes,No,Yes,Yes,No,No,Yes,No
CUST-01554,Matthew Allen,Male,0,38,No,Yes,15,One year,66.53,951.37,Mailed check,DSL,Yes,Yes,No,No,No,No,No,Yes,No
CUST-01555,Jessica Martinez,Male,1,80,No,Yes,7,Month-to-month,37.8,258.81,Bank transfer,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes
CUST-01556,Sandra Thomas,Female,0,35,Yes,Yes,9,Month-to-month,37.49,343.16,Credit card,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No
